log10_params,params,y_lagrange,y_newton,y_pchip
9.84509804001426,7000000000,0.056,0.056,0.056
9.8501231656424,7081465858.36345,0.0564754798588149,0.0564754798588149,0.0561650988532915
9.85514829127054,7163879814.73817,0.0569311170284534,0.0569311170284534,0.0563240265442518
9.86017341689868,7247252903.06963,0.0573671366774651,0.0573671366774651,0.056476900618344
9.86519854252682,7331596285.71614,0.0577837639743997,0.0577837639743997,0.0566238386210309
9.87022366815496,7416921254.94331,0.0581812240878069,0.0581812240878069,0.0567649580977756
9.8752487937831,7503239234.43589,0.0585597421862364,0.0585597421862364,0.0569003765940411
9.88027391941124,7590561780.82726,0.0589195434382378,0.0589195434382378,0.0570302116552904
9.88529904503938,7678900585.24667,0.059260853012361,0.059260853012361,0.0571545808269864
9.89032417066752,7768267474.88449,0.0595838960771554,0.0595838960771554,0.057273601654592
9.89534929629566,7858674414.57571,0.059888897801171,0.059888897801171,0.0573873916835705
9.90037442192381,7950133508.40175,0.0601760833529573,0.0601760833529573,0.0574960684593845
9.90539954755195,8042657001.31118,0.0604456779010639,0.0604456779010639,0.0575997495274973
9.91042467318009,8136257280.75898,0.0606979066140406,0.0606979066140406,0.0576985524333717
9.91544979880823,8230946878.36511,0.0609329946604371,0.0609329946604371,0.0577925947224707
9.92047492443637,8326738471.59225,0.061151167208803,0.061151167208803,0.0578819939402573
9.92550005006451,8423644885.44314,0.0613526494276881,0.0613526494276881,0.0579668676321945
9.93052517569265,8521679094.17764,0.0615376664856421,0.0615376664856421,0.0580473333437453
9.93555030132079,8620854223.04979,0.0617064435512146,0.0617064435512146,0.0581235086203727
9.94057542694893,8721183550.06506,0.0618592057929553,0.0618592057929553,0.0581955110075396
9.94560055257707,8822680507.75809,0.0619961783794139,0.0619961783794139,0.0582634580507091
9.95062567820521,8925358684.99109,0.0621175864791401,0.06211758647914,0.058327467295344
9.95565080383335,9029231828.77316,0.0622236552606835,0.0622236552606835,0.0583876562869075
9.96067592946149,9134313846.10081,0.0623146098925939,0.0623146098925939,0.0584441425708624
9.96570105508963,9240618805.81992,0.062390675543421,0.062390675543421,0.0584970436926718
9.97072618071777,9348160940.50928,0.0624520773817144,0.0624520773817144,0.0585464771977986
9.97575130634591,9456954648.38618,0.0624990405760238,0.0624990405760238,0.0585925606317059
9.98077643197406,9567014495.23403,0.062531790294899,0.062531790294899,0.0586354115398566
9.9858015576022,9678355216.35258,0.0625505517068895,0.0625505517068895,0.0586751474677137
9.99082668323034,9790991718.53065,0.0625555499805451,0.0625555499805451,0.0587118859607401
9.99585180885848,9904939082.04205,0.0625470102844155,0.0625470102844155,0.0587457445643989
10.0008769344866,10020212562.6644,0.0625251577870503,0.0625251577870503,0.0587768408241531
10.0059020601148,10136827593.7218,0.0624902176569993,0.0624902176569993,0.0588052922854656
10.0109271857429,10254799788.151,0.0624424150628121,0.0624424150628121,0.0588312164937994
10.015952311371,10374144940.592,0.0623819751730384,0.0623819751730384,0.0588547309946174
10.0209774369992,10494879029.5023,0.0623091231562279,0.0623091231562279,0.0588759533333828
10.0260025626273,10617018219.2965,0.0622240841809304,0.0622240841809304,0.0588950010555584
10.0310276882555,10740578862.5101,0.0621270834156954,0.0621270834156954,0.0589119917066073
10.0360528138836,10865577501.9893,0.0620183460290726,0.0620183460290726,0.0589270428319924
10.0410779395117,10992030873.1056,0.0618980971896118,0.0618980971896118,0.0589402719771767
10.0461030651399,11119955905.9964,0.0617665620658627,0.0617665620658627,0.0589517966876231
10.051128190768,11249369727.8315,0.0616239658263749,0.0616239658263749,0.0589617345087948
10.0561533163962,11380289665.1066,0.061470533639698,0.061470533639698,0.0589702029861546
10.0611784420243,11512733245.9626,0.0613064906743819,0.0613064906743819,0.0589773196651656
10.0662035676524,11646718202.5329,0.0611320620989762,0.0611320620989762,0.0589832020912907
10.0712286932806,11782262473.3167,0.0609474730820305,0.0609474730820305,0.0589879678099929
10.0762538189087,11919384205.5813,0.0607529487920946,0.0607529487920946,0.0589917343667351
10.0812789445369,12058101757.7915,0.0605487143977182,0.0605487143977182,0.0589946193069805
10.086304070165,12198433702.0675,0.0603349950674508,0.0603349950674508,0.0589967401761919
10.0913291957932,12340398826.6716,0.0601120159698423,0.0601120159698423,0.0589982145198324
10.0963543214213,12484016138.5233,0.0598800022734423,0.0598800022734423,0.0589991598833648
10.1013794470494,12629304865.7445,0.0596391791468004,0.0596391791468004,0.0589996938122523
10.1064045726776,12776284460.2333,0.0593897717584665,0.0593897717584665,0.0589999338519578
10.1114296983057,12924974600.2688,0.0591320052769902,0.0591320052769902,0.0589999975479442
10.1164548239339,13075395193.1455,0.0588661048709211,0.058866104870921,0.0589962871661135
10.121479949562,13227566377.8385,0.0585922957088089,0.0585922957088089,0.0589668749780171
10.1265050751901,13381508527.6999,0.0583108029592033,0.0583108029592033,0.0589088361685072
10.1315302008183,13537242253.1866,0.0580218517906541,0.0580218517906541,0.0588229972266582
10.1365553264464,13694788404.6195,0.0577256673717109,0.0577256673717109,0.0587101846415444
10.1415804520746,13854168074.9749,0.0574224748709233,0.0574224748709233,0.0585712249022404
10.1466055777027,14015402602.7091,0.0571124994568412,0.0571124994568412,0.0584069444978204
10.1516307033308,14178513574.6147,0.0567959662980141,0.0567959662980141,0.0582181699173588
10.156655828959,14343522828.7109,0.0564731005629917,0.0564731005629917,0.05800572764993
10.1616809545871,14510452457.1676,0.0561441274203238,0.0561441274203238,0.0577704441846085
10.1667060802153,14679324809.2626,0.05580927203856,0.05580927203856,0.0575131460104686
10.1717312058434,14850162494.3744,0.05546875958625,0.05546875958625,0.0572346596165847
10.1767563314715,15022988385.0088,0.0551228152319435,0.0551228152319435,0.0569358114920311
10.1817814570997,15197825619.8615,0.0547716641441902,0.0547716641441902,0.0566174281258823
10.1868065827278,15374697606.9158,0.0544155314915398,0.0544155314915397,0.0562803360072126
10.191831708356,15553628026.5766,0.0540546424425419,0.0540546424425419,0.0559253616250965
10.1968568339841,15734640834.8411,0.0536892221657461,0.0536892221657461,0.0555533314686082
10.2018819596122,15917760266.5055,0.0533194958297024,0.0533194958297024,0.0551650720268223
10.2069070852404,16103010838.4105,0.0529456886029603,0.0529456886029603,0.0547614097888131
10.2119322108685,16290417352.7229,0.0525680256540695,0.0525680256540695,0.0543431712436549
10.2169573364967,16480004900.2569,0.0521867321515797,0.0521867321515797,0.0539111828804223
10.2219824621248,16671798863.8331,0.0518020332640405,0.0518020332640405,0.0534662711881895
10.227007587753,16865824921.6767,0.0514141541600018,0.0514141541600018,0.0530092626560309
10.2320327133811,17062109050.8556,0.0510233200080131,0.0510233200080131,0.052540983773021
10.2370578390092,17260677530.7582,0.0506297559766241,0.0506297559766241,0.0520622610282341
10.2420829646374,17461556946.6122,0.0502336872343845,0.0502336872343845,0.0515739209107446
10.2471080902655,17664774193.0434,0.0498353389498441,0.0498353389498441,0.0510767899096269
10.2521332158937,17870356477.6766,0.0494349362915524,0.0494349362915524,0.0505716945139554
10.2571583415218,18078331324.7787,0.0490327044280593,0.0490327044280593,0.0500594612128044
10.2621834671499,18288726578.9433,0.0486288685279143,0.0486288685279143,0.0495409164952484
10.2672085927781,18501570408.8187,0.0482236537596672,0.0482236537596672,0.0490168868503617
10.2722337184062,18716891310.8796,0.0478172852918676,0.0478172852918676,0.0484881987672188
10.2772588440344,18934718113.2419,0.0474099882930652,0.0474099882930652,0.0479556787348939
10.2822839696625,19155079979.5227,0.0470019879318098,0.0470019879318098,0.0474201532424616
10.2873090952906,19378006412.7444,0.046593509376651,0.046593509376651,0.0468824487789961
10.2923342209188,19603527259.2854,0.0461847777961384,0.0461847777961384,0.0463433918335719
10.2973593465469,19831672712.8753,0.0457760183588217,0.0457760183588217,0.0458038088952632
10.3023844721751,20062473318.6378,0.0453674562332508,0.0453674562332508,0.0452645264531447
10.3074095978032,20295959977.1802,0.0449593165879753,0.0449593165879753,0.0447263709962907
